month,growmonth,parent.pop,elevation.group,elev_m,PckSum,Lat,Long,year,cwd,pck,ppt,tmn,tmx,AvgFirstMonth,AvgLastMonth
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1984,122.94,0,36.33,12.81,25.28,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1984,93.03,0,8.59,6.87,20.19,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1984,37.73,48.32,235.42,-2.86,7.72,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1984,77.1,0,65.51,1.06,11.84,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1984,123.4,0,5.48,9.77,22.57,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,148.9,0,0.47,9.6,24.39,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,33.22,26.67,115.25,-1.3,8.34,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,143.64,0,9.26,12.62,26.09,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,97.12,0,10.11,9.25,23.03,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,37.89,30.73,225.92,-2.03,7.51,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,74.92,0,36.5,2.87,14.94,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1985,109.9,0,39.77,5.44,16.35,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,153.1,0,2.34,11.36,25.64,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,32.48,0,23.64,-2.69,7.54,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,130.05,0,11.47,9.88,23.13,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,93.56,0,1.4,8.03,22.32,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,43.81,0,21.42,-0.44,11.72,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,71.32,0,13.47,2.71,14.74,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1986,107.9,0,61.95,4.15,16.12,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,150.6,0,3.09,10.1,25.13,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,28.06,134.35,165.71,-5.38,3.79,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,112.37,0,2.07,9.02,22.26,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,82.82,0,17.5,8.37,22.68,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,42.01,0,72.06,-0.88,9.12,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,88.8,0,58.55,5.86,17.73,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1987,120.4,0,4.31,8.07,21.81,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,151.5,0,19.27,11.26,24.61,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,29.15,81.77,178.63,-3.76,6.41,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,135.25,0,8.5,12.14,26.6,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,62.63,0,16.44,6.97,20.44,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,46.87,0,156.98,-0.79,9.77,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,90.92,0,0,7.59,19.96,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1988,105.79,0,6.39,7.8,22.09,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,146.6,0,0.34,8.87,23.51,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,35.23,0,0.01,-0.61,11.17,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,123.45,0,0.21,10.77,26.32,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,90.15,0,5.11,7.58,21.11,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,45.58,0,45.77,1.79,13.12,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,68.14,0,49.52,2.22,14.8,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1989,119.2,0,58.1,8.31,20.63,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,148.8,0,1.38,9.94,24,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,30.96,10.4,43.63,-4.62,5.58,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,115.05,0,2.06,11.61,26.08,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,89.84,0,8.14,7.41,21.25,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,48.89,0,39.17,0.24,11.46,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,89.61,0,2.7,6.31,18.67,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1990,118.7,0,13.3,7.58,20.96,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,138.93,0,3.82,10.06,24.08,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,33.16,0,62.69,-1.03,7.89,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,95.85,0,1.81,11.78,25.64,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,86.11,0,9.48,6.31,19.28,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,44.54,0,54.41,1.78,11.76,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,90,0,95.2,5.96,18.74,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1991,124.1,0,2.33,9.55,23.37,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,108.34,0,6.53,12.35,26.53,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,27.31,177.32,230,-4.61,4.01,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,164,0,45.9,10.24,22.67,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,103.26,0,7.35,7.51,20.59,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,42.36,0,2.53,0.37,10.39,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,90.2,0,144.85,6.72,18.2,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1992,123,0,4.11,9.39,22.6,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,101.71,0,2.42,10.31,24.97,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,32.2,8.14,92.24,-2.49,7.32,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,86.96,0,0.43,8.75,23.46,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,59.94,0,78.84,6.31,19.74,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,47.04,0,78.88,0.26,10.74,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,86.6,0,20.43,5.44,16.08,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1993,123,0,1.78,9.32,22.71,5,12
8,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,157.3,0,0.32,13.47,26.69,5,12
12,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,31.1,69.46,79.97,-2.89,6.22,5,12
7,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,135.36,0,3.83,12.25,26.63,5,12
6,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,93.54,0,0,9.2,22.72,5,12
11,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,34.74,53.67,149.96,-3.84,5.81,5,12
10,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,71.57,0,68.33,2.38,14.55,5,12
9,NA,SQ1,Mid,1921.036585,987.9739633333331,36.56435,-118.7764,1994,121.6,0,38.75,9.21,21.63,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,56.65,0,42.88,9.73,24.01,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,22.51,119.52,193.39,-4.72,5.49,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,71.32,0,6.38,9.51,24.17,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,60.53,0,1.91,3.89,17.67,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,36.62,0,265.87,0.12,9.37,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,74.69,0,12.18,5.43,19.66,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1965,70.74,0,16.7,4.69,17.89,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,95.3,0,7.09,11.8,26.21,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,24.77,285.42,623.45,-2.66,7.26,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,81.43,0,0.64,9.86,24.4,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,69.96,0,12.51,6.82,21.17,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,41.37,0,154.77,0.17,10.55,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,77.56,0,0,4.34,17.5,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1966,101.08,0,0.99,7.74,21.6,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,74.36,0,1.71,12.89,27.27,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,22.94,122.31,160.9,-6.44,4.58,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,67.28,0,0.78,12.36,26.66,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,23.19,0,17.05,4.74,17.79,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,40.46,0,72.44,1.81,13.15,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,70.77,0,7.35,5.08,18.77,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1967,61.9,0,38.88,8.62,21.27,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,96.32,0,0.33,8.67,22.01,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,22.28,193.34,254.85,-5.52,4.57,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,82.84,0,0.8,12.09,25.7,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,69.87,0,6.09,7.88,22.09,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,37.67,0,91.83,-0.57,10.19,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,75.73,0,62.27,3.98,16.44,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1968,100.37,0,0,7.97,23.07,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,71.61,0,0.15,10.88,26.45,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,26.36,3.96,87.22,-2.8,8.07,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,22.31,0,46.98,10.41,24.66,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,23.31,0,42.19,5.19,17.76,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,38.41,0,75.85,-0.32,12.21,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,63.63,0,32.64,1.01,13.32,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1969,76.81,0,3.53,8.19,22.75,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,93.59,0,0.02,10.65,26.33,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,21.54,209.46,259.25,-5.75,4.04,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,79.19,0,8.36,11.38,26.28,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,65.29,0,16.07,6.68,21.25,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,40.79,0,191.78,-0.41,11.44,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,73.51,0,1.2,2.91,15.81,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1970,92.74,0,0,5.6,21.42,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,85.85,0,0.6,11.67,26.03,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,20.69,262.91,269.98,-6.8,2.23,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,73.36,0,8.64,10.91,25.39,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,63.17,0,3.53,6.08,19.09,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,37.51,0,92.33,-1.12,9.34,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,65.84,0,15.39,1.2,13.22,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1971,87.79,0,20.17,7.29,21.61,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,110.36,0,5.08,10.22,23.75,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,21.63,156.43,141.4,-7.29,4.66,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,91.71,0,1.55,11.79,26.25,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,31.51,0,24.58,7.69,21.03,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,32.68,48.57,191.75,-3.58,7.37,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,64.69,0,20.27,1.63,12.4,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1972,94.51,0,49.2,6.83,19.31,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,86.13,0,3.24,10.48,23.98,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,24.95,57.27,140.16,-2.97,7.52,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,72.68,0,0.19,10.1,24.79,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,66.46,0,5.77,7.56,22.34,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,33.51,19.57,190.52,-2.42,7.78,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,72.53,0,47.34,3.24,15.77,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1973,88.32,0,0,7.18,20.65,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,85.18,0,1.31,9.96,24.42,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,24.87,49.86,104.95,-4.57,6.04,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,70.6,0,9.65,10.2,24.25,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,66.54,0,0.73,7.32,22.71,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,37.47,0,40.53,-0.68,10.59,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,72.2,0,63.32,3.67,15.54,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1974,93.59,0,0.06,9.38,24.18,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,80.39,0,4.26,9.11,22.8,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,27.57,0,19.54,-1.62,10.16,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,69.62,0,9.55,10.44,23.57,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,64.34,0,8.15,6.14,20.68,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,35.32,0,62.49,-1.6,10.38,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,65.2,0,126.24,1.9,13.99,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1975,88.49,0,8.57,9.47,22.51,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,78.83,0,12.03,6.96,20.01,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,28,0,12.94,-1.47,10.09,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,79.14,0,10.04,10.48,24.54,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,68.85,0,4.81,6.15,19.92,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,39.17,0,12.48,1.36,13.59,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,64.9,0,31.52,3.17,15.78,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1976,94.6,0,109.57,7.51,19.27,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,95.44,0,10.23,11.3,24.55,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,28.22,54.29,360.28,-0.4,9,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,87.78,0,1.23,10.13,24.89,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,30.88,0,24.74,8.06,22.13,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,41.95,0,49.15,0.56,12.08,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,79,0,17.39,4.97,17.42,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1977,102.36,0,0.19,6.71,20.06,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,88.67,0,2.47,10.11,24.1,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,23.77,69.88,112.93,-4.73,4.98,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,46.43,0,12.2,9.74,24.34,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,64.16,0,7.78,5.95,20.63,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,33.54,0,57.7,-2.97,8.31,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,68.04,0,0,5.57,19.09,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1978,79.81,0,137.15,6.31,18.47,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,82.85,0,2.05,8.41,22.41,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,27.68,0,80.49,-1.09,9.43,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,72.89,0,3.31,10,24.49,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,65.42,0,1.5,6.62,21.77,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,36.14,0,77.32,-1.22,9.46,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,70.83,0,72.74,3.14,16.14,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1979,93,0,3.29,9.57,23.79,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,90.71,0,0.05,9.49,23.45,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,29.74,0,94.24,-1.06,10.57,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,32.9,0,18.59,10.76,24.71,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,61.35,0,4.59,4.59,18.12,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,41.89,0,8.57,1.55,12.88,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,76.33,0,21.98,5.19,17.34,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1980,94.42,0,4.73,8.05,20.97,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,105.19,0,2.48,10.96,26.21,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,27.13,0,109.82,-1.24,8.67,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,83.39,0,0.04,10.21,25.63,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,71.85,0,0,9.19,23.63,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,35.83,0,121.95,0.37,10.72,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,68.62,0,95.62,0.99,12.53,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1981,101.66,0,0.64,8.63,22.36,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,80.77,0,9.5,10.25,24.06,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,22.93,231.17,332.06,-3.99,5.69,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,35.28,0,10.18,9.83,22.51,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,23.44,0,28.45,5.61,17.78,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,30.16,31.34,249.28,-1.86,7.95,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,55.13,0,132.93,2.48,13.65,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1982,96.63,0,151.85,6.92,18.72,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,37.02,0,45.13,10.37,22.82,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,23.7,196.73,318.62,-2.42,5.87,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,62,0,0.35,8.08,22.26,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,62.52,0,6.34,5.46,18.82,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,32.89,39.28,310.9,-1.14,8,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,66.03,0,22.81,3.81,15.19,5,12
9,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1983,57.16,0,33.12,9.36,21.91,5,12
8,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1984,92.45,0,6.72,12.07,24.71,5,12
12,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1984,23.6,116.15,103.18,-4.45,4.59,5,12
7,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1984,54.38,0,36.63,12.78,25.29,5,12
6,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1984,70.41,0,10.06,6.5,19.94,5,12
11,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1984,33.5,50.49,233.46,-2.84,7.69,5,12
10,NA,SQ2,Mid,1934.45122,1036.9786299999998,36.66557,-118.83543,1984,68.43,0,63.94,1.1,11.71,5,12
