parent.pop,elevation.group,elev_m,timeframe,year,month,grwssn_length,cwd,pck,ppt,tmn,tmx
SQ3,high,2373.170732,historic,1990,7,6,113.11,0,3.01,9.8,23.24
SQ3,high,2373.170732,historic,1990,8,6,119.59,0,2.63,8.39,21.02
SQ3,high,2373.170732,historic,1990,9,6,102.31,0,17.98,6.02,18.32
SQ3,high,2373.170732,historic,1990,10,6,79.34,0,2.57,5.03,16.34
SQ3,high,2373.170732,historic,1990,11,6,44.81,0,39.91,-1.28,9.8
SQ3,high,2373.170732,historic,1990,12,6,29.61,35.72,54.21,-6.17,4.26
SQ3,high,2373.170732,historic,1991,7,6,92.69,0,0.4,9.84,22.82
SQ3,high,2373.170732,historic,1991,8,6,88.98,0,3.73,8.37,21.3
SQ3,high,2373.170732,historic,1991,9,6,92.73,0,2.47,8.14,20.59
SQ3,high,2373.170732,historic,1991,10,6,75.38,0,99.45,4.41,16.29
SQ3,high,2373.170732,historic,1991,11,6,41.91,0,62.54,0.2,10.02
SQ3,high,2373.170732,historic,1991,12,6,31.62,11.67,84.33,-2.69,6.46
SQ3,high,2373.170732,historic,1992,6,7,94.98,0,7.54,4.84,17.62
SQ3,high,2373.170732,historic,1992,7,7,94.06,0,70.19,8.07,19.8
SQ3,high,2373.170732,historic,1992,8,7,82.01,0,7.8,10.7,23.76
SQ3,high,2373.170732,historic,1992,9,7,102.86,0,4.26,7.52,19.91
SQ3,high,2373.170732,historic,1992,10,7,79.37,0,158.01,4.96,16.25
SQ3,high,2373.170732,historic,1992,11,7,39.73,0,3.78,-1.58,8.87
SQ3,high,2373.170732,historic,1992,12,7,25.07,270.23,288.7,-6.69,2.61
SQ3,high,2373.170732,historic,1993,7,6,88.34,0,0.02,7.11,20.91
SQ3,high,2373.170732,historic,1993,8,6,89.38,0,3.48,8.38,22.17
SQ3,high,2373.170732,historic,1993,9,6,91.56,0,0.1,7.45,20.33
SQ3,high,2373.170732,historic,1993,10,6,73.42,0,25.13,3.42,13.41
SQ3,high,2373.170732,historic,1993,11,6,41.37,0,83.75,-1.55,8.66
SQ3,high,2373.170732,historic,1993,12,6,30.71,35.95,98.39,-4.02,6.05
SQ3,high,2373.170732,recent,1994,6,6,95.13,0,0.01,6.79,19.88
SQ3,high,2373.170732,recent,1994,7,6,114.35,0,6.24,10.3,23.88
SQ3,high,2373.170732,recent,1994,8,6,125.61,0,0.3,11.75,24.41
SQ3,high,2373.170732,recent,1994,9,6,105.29,0,55.4,7.31,19.03
SQ3,high,2373.170732,recent,1994,10,6,66.67,0,80.23,0.55,12.19
SQ3,high,2373.170732,recent,1994,11,6,31.19,133.02,171.3,-5.83,3.94
SQ3,high,2373.170732,recent,1995,8,5,85.12,0,0.2,9.25,22.94
SQ3,high,2373.170732,recent,1995,9,5,84.23,0,0.34,4.96,20.65
SQ3,high,2373.170732,recent,1995,10,5,77.08,0,0,5.18,17.25
SQ3,high,2373.170732,recent,1995,11,5,46.87,0,0.84,2.24,13.94
SQ3,high,2373.170732,recent,1995,12,5,30.28,109.91,185.17,-5.89,6.07
SQ3,high,2373.170732,recent,1996,6,6,88.7,0,10.04,5.93,18.91
SQ3,high,2373.170732,recent,1996,7,6,100.69,0,6.29,11.47,23.66
SQ3,high,2373.170732,recent,1996,8,6,88.19,0,10.7,11.89,24.36
SQ3,high,2373.170732,recent,1996,9,6,101.03,0,3.39,5.93,19.53
SQ3,high,2373.170732,recent,1996,10,6,73.53,0,65.13,1.42,13.36
SQ3,high,2373.170732,recent,1996,11,6,38.49,35.34,299.74,-2.29,9.08
SQ3,high,2373.170732,recent,1997,6,7,85.65,0,10.36,4.89,17.02
SQ3,high,2373.170732,recent,1997,7,7,94.97,0,9.68,8.51,21.08
SQ3,high,2373.170732,recent,1997,8,7,100.7,0,0.23,10.53,23.21
SQ3,high,2373.170732,recent,1997,9,7,96.5,0,22.35,6.92,18.86
SQ3,high,2373.170732,recent,1997,10,7,73.22,0,40.9,2.44,13.97
SQ3,high,2373.170732,recent,1997,11,7,40.17,0,128.95,-2.3,9.09
SQ3,high,2373.170732,recent,1997,12,7,28.24,119.36,166.17,-6.9,5.05
SQ3,high,2373.170732,recent,1998,8,5,85.21,0,7.34,8.64,24.78
SQ3,high,2373.170732,recent,1998,9,5,71.66,0,55.5,6.43,17.76
SQ3,high,2373.170732,recent,1998,10,5,66.34,0,23.36,0.25,11.86
SQ3,high,2373.170732,recent,1998,11,5,38.51,0,86.33,-2.83,8.15
SQ3,high,2373.170732,recent,1998,12,5,29.24,44.24,86.56,-6.55,6.39
SQ3,high,2373.170732,recent,1999,6,8,62.96,0,23.16,4.38,17.34
SQ3,high,2373.170732,recent,1999,7,8,72.6,0,24.89,10.16,22.37
SQ3,high,2373.170732,recent,1999,8,8,105.37,0,4.88,9,21.68
SQ3,high,2373.170732,recent,1999,9,8,104.41,0,17.95,8.9,21.61
SQ3,high,2373.170732,recent,1999,10,8,83.03,0,4.66,6.62,19.22
SQ3,high,2373.170732,recent,1999,11,8,46.96,0,71.4,-0.22,12.72
SQ3,high,2373.170732,recent,1999,12,8,33.26,0,3.47,-2.66,7.99
SQ3,high,2373.170732,recent,1999,13,8,28.32,170.91,279.63,-4.93,5.83
SQ3,high,2373.170732,recent,2000,6,6,60.62,0,26.72,8.57,21.49
SQ3,high,2373.170732,recent,2000,7,6,101.65,0,1.3,9.25,22.56
SQ3,high,2373.170732,recent,2000,8,6,113.1,0,6.28,10.78,23.73
SQ3,high,2373.170732,recent,2000,9,6,102.02,0,10.19,7.14,20.3
SQ3,high,2373.170732,recent,2000,10,6,71.01,0,150.49,1.23,12.66
SQ3,high,2373.170732,recent,2000,11,6,35.53,0,26.56,-5.24,6.36
SQ3,high,2373.170732,recent,2001,6,7,90.98,0,0,6.04,21.08
SQ3,high,2373.170732,recent,2001,7,7,73.2,0,25.61,9.12,22.37
SQ3,high,2373.170732,recent,2001,8,7,113.18,0,0.02,11.42,25.63
SQ3,high,2373.170732,recent,2001,9,7,107.98,0,0.35,8.88,22.36
SQ3,high,2373.170732,recent,2001,10,7,82.58,0,37.45,4.74,18.46
SQ3,high,2373.170732,recent,2001,11,7,40.58,0,214.42,-2.02,9.33
SQ3,high,2373.170732,recent,2001,12,7,25.78,236.21,291.38,-6.8,4.02
SQ3,high,2373.170732,recent,2002,6,7,90.4,0,2.17,6.16,20.36
SQ3,high,2373.170732,recent,2002,7,7,104.02,0,1.36,11.17,25.68
SQ3,high,2373.170732,recent,2002,8,7,109.04,0,0,9.43,24.14
SQ3,high,2373.170732,recent,2002,9,7,104.76,0,0.28,7.22,21.69
SQ3,high,2373.170732,recent,2002,10,7,74.35,0,5.83,1,14.2
SQ3,high,2373.170732,recent,2002,11,7,45.45,0,305.12,-1.74,10.83
SQ3,high,2373.170732,recent,2002,12,7,25.78,177.5,218.11,-6.62,3.83
SQ3,high,2373.170732,recent,2003,6,6,90.69,0,0.24,6.34,20.51
SQ3,high,2373.170732,recent,2003,7,6,77.44,0,28.04,12.26,25.45
SQ3,high,2373.170732,recent,2003,8,6,95.77,0,29.51,10.21,22.93
SQ3,high,2373.170732,recent,2003,9,6,104.71,0,9.51,10.15,23.31
SQ3,high,2373.170732,recent,2003,10,6,84.94,0,1.13,7.33,20.34
SQ3,high,2373.170732,recent,2003,11,6,39.62,13.75,84.86,-4.2,6.13
SQ3,high,2373.170732,recent,2004,6,7,90.54,0,1.28,6.3,20.14
SQ3,high,2373.170732,recent,2004,7,7,102.6,0,4.63,10.56,23.8
SQ3,high,2373.170732,recent,2004,8,7,108.77,0,0.53,10.22,23.61
SQ3,high,2373.170732,recent,2004,9,7,103.22,0,2.15,7.4,20.47
SQ3,high,2373.170732,recent,2004,10,7,71.54,0,188.36,1.02,12.2
SQ3,high,2373.170732,recent,2004,11,7,37.83,0,48.43,-3.08,7.55
SQ3,high,2373.170732,recent,2004,12,7,31.44,43.28,138.77,-4.21,7.66
SQ3,high,2373.170732,recent,2005,6,7,84.48,0,0.03,3.92,16.86
SQ3,high,2373.170732,recent,2005,7,7,105.23,0,0.4,12.53,26.09
SQ3,high,2373.170732,recent,2005,8,7,95.5,0,10.85,11.13,24.19
SQ3,high,2373.170732,recent,2005,9,7,101.37,0,14.84,5.75,18.46
SQ3,high,2373.170732,recent,2005,10,7,74.76,0,12.6,1.87,14.7
SQ3,high,2373.170732,recent,2005,11,7,46.37,0,20.38,0.1,11.51
SQ3,high,2373.170732,recent,2005,12,7,34,56.11,214.55,-2.35,7.75
SQ3,high,2373.170732,recent,2006,7,6,65.23,0,29.17,12.6,25.12
SQ3,high,2373.170732,recent,2006,8,6,92.05,0,0.81,8.75,23.15
SQ3,high,2373.170732,recent,2006,9,6,94.48,0,0.03,7.36,21.43
SQ3,high,2373.170732,recent,2006,10,6,74.04,0,15.17,2.16,14.75
SQ3,high,2373.170732,recent,2006,11,6,43.95,0,22.05,-1.2,10.82
SQ3,high,2373.170732,recent,2006,12,6,32.52,36.59,119.23,-4.58,7.61
SQ3,high,2373.170732,recent,2007,6,7,102,0,0,6.8,21.15
SQ3,high,2373.170732,recent,2007,7,7,129.92,0,0,11.14,25.61
SQ3,high,2373.170732,recent,2007,8,7,139.76,0,11.95,11.34,24.94
SQ3,high,2373.170732,recent,2007,9,7,98.64,0,20.6,5.48,19.37
SQ3,high,2373.170732,recent,2007,10,7,74.16,0,21.33,1.57,14.95
SQ3,high,2373.170732,recent,2007,11,7,46.99,0,11.5,0.33,13.46
SQ3,high,2373.170732,recent,2007,12,7,28.69,132.9,163.99,-7.25,3.83
SQ3,high,2373.170732,recent,2008,6,7,91.04,0,0,6.48,20.72
SQ3,high,2373.170732,recent,2008,7,7,76.1,0,29.84,11.11,24.43
SQ3,high,2373.170732,recent,2008,8,7,112.87,0,0.53,11.62,25.59
SQ3,high,2373.170732,recent,2008,9,7,106.91,0,3.33,8.67,22.01
SQ3,high,2373.170732,recent,2008,10,7,79.22,0,22.38,3.48,16.76
SQ3,high,2373.170732,recent,2008,11,7,46.87,0,109.82,0.36,12.07
SQ3,high,2373.170732,recent,2008,12,7,29.68,84.36,147.51,-5.57,5.85
SQ3,high,2373.170732,recent,2009,6,7,54.04,0,33.35,4.2,15.81
SQ3,high,2373.170732,recent,2009,7,7,103.68,0,1.04,12.34,25.49
SQ3,high,2373.170732,recent,2009,8,7,107.39,0,5.64,9.58,24.3
SQ3,high,2373.170732,recent,2009,9,7,107.1,0,0.59,10.18,23.69
SQ3,high,2373.170732,recent,2009,10,7,73.07,0,177.86,1.37,13.65
SQ3,high,2373.170732,recent,2009,11,7,41.03,0,9.13,-1.19,10.43
SQ3,high,2373.170732,recent,2009,12,7,28.12,146.59,216.39,-6.05,5.31
SQ3,high,2373.170732,recent,2010,7,5,94.02,0,3.42,10.51,23.65
SQ3,high,2373.170732,recent,2010,8,5,91.8,0,0.06,9.94,23.31
SQ3,high,2373.170732,recent,2010,9,5,94.96,0,0.24,7.94,22.42
SQ3,high,2373.170732,recent,2010,10,5,72.3,0,86.79,3.2,13.8
SQ3,high,2373.170732,recent,2010,11,5,35.24,1.52,123.65,-3.84,8.1
SQ3,high,2373.170732,recent,2011,7,7,61.42,0,25.81,9.09,22.29
SQ3,high,2373.170732,recent,2011,8,7,90.82,0,5.01,9.36,23.77
SQ3,high,2373.170732,recent,2011,9,7,96.35,0,20.8,8.6,22.84
SQ3,high,2373.170732,recent,2011,10,7,75.22,0,78.88,4.17,16.78
SQ3,high,2373.170732,recent,2011,11,7,39.04,0,55.4,-2.71,8.54
SQ3,high,2373.170732,recent,2011,12,7,31,0,0,-4.29,6.99
SQ3,high,2373.170732,recent,2011,13,7,32.47,40.52,171.85,-2.83,9.02
SQ3,high,2373.170732,recent,2012,6,7,99.72,0,2.7,5.43,19.53
SQ3,high,2373.170732,recent,2012,7,7,123.84,0,0.96,9.56,22.93
SQ3,high,2373.170732,recent,2012,8,7,140.7,0,3.19,12.54,25.69
SQ3,high,2373.170732,recent,2012,9,7,112.82,0,0.02,10.05,22.77
SQ3,high,2373.170732,recent,2012,10,7,80.01,0,17.44,4.47,15.58
SQ3,high,2373.170732,recent,2012,11,7,46.64,0,82.97,0.22,10.61
SQ3,high,2373.170732,recent,2012,12,7,26.95,218.9,266.12,-6.08,3.71
SQ3,high,2373.170732,recent,2013,6,7,99.99,0,0.62,7.63,20.99
SQ3,high,2373.170732,recent,2013,7,7,119.38,0,13.07,11.68,25.05
SQ3,high,2373.170732,recent,2013,8,7,126.2,0,6.21,10.07,23.1
SQ3,high,2373.170732,recent,2013,9,7,104.98,0,4.79,7.34,20.17
SQ3,high,2373.170732,recent,2013,10,7,74.94,0,25.59,2.08,13.9
SQ3,high,2373.170732,recent,2013,11,7,44.46,0,14.59,-0.92,10.21
SQ3,high,2373.170732,recent,2013,12,7,32.87,0,23.07,-5.42,8.17
SQ3,high,2373.170732,recent,2014,6,7,96.47,0,0.03,6.14,20.91
SQ3,high,2373.170732,recent,2014,7,7,120.56,0,5.73,12.91,24.84
SQ3,high,2373.170732,recent,2014,8,7,125.87,0,4.02,10.66,22.8
SQ3,high,2373.170732,recent,2014,9,7,109.85,0,17.71,9.51,21.57
SQ3,high,2373.170732,recent,2014,10,7,80.73,0,0,4.91,17.86
SQ3,high,2373.170732,recent,2014,11,7,46.87,0,70.01,-0.68,11.67
SQ3,high,2373.170732,recent,2014,12,7,31.49,72.6,158.72,-4.14,6.21
SQ3,high,2373.170732,recent,2015,6,6,108.19,0,14.14,8.13,21.42
SQ3,high,2373.170732,recent,2015,7,6,107.11,0,48.83,10.15,21.66
SQ3,high,2373.170732,recent,2015,8,6,113.97,0,2.38,12.19,24.17
SQ3,high,2373.170732,recent,2015,9,6,108.07,0,4.49,9.97,21.81
SQ3,high,2373.170732,recent,2015,10,6,79.1,0,37.75,4.92,15.3
SQ3,high,2373.170732,recent,2015,11,6,39.48,8.24,120.44,-4.15,7.93
SQ3,high,2373.170732,recent,2016,6,7,95.59,0,7.71,8.73,21.87
SQ3,high,2373.170732,recent,2016,7,7,106.13,0,0,11.89,24.48
SQ3,high,2373.170732,recent,2016,8,7,116.23,0,0.09,11.16,24.39
SQ3,high,2373.170732,recent,2016,9,7,105.36,0,0.21,7.21,20.46
SQ3,high,2373.170732,recent,2016,10,7,79.2,0,97.14,4.42,15.41
SQ3,high,2373.170732,recent,2016,11,7,43.05,0,50.66,0.5,10.65
SQ3,high,2373.170732,recent,2016,12,7,30.05,103.54,216.85,-4.47,6.75
SQ3,high,2373.170732,recent,2017,7,7,96.79,0,0.64,11.98,25.36
SQ3,high,2373.170732,recent,2017,8,7,94.65,0,6.27,11.38,24.16
SQ3,high,2373.170732,recent,2017,9,7,89.96,0,17.71,6.53,19.04
SQ3,high,2373.170732,recent,2017,10,7,76.01,0,5.42,2.76,17.39
SQ3,high,2373.170732,recent,2017,11,7,45.04,0,89.17,-0.55,12.63
SQ3,high,2373.170732,recent,2017,12,7,34.52,0,3.56,-1.98,10.47
SQ3,high,2373.170732,recent,2017,13,7,32.9,9.32,105.03,-2.87,9.42
SQ3,high,2373.170732,recent,2018,6,8,98.1,0,0.25,6.26,20.53
SQ3,high,2373.170732,recent,2018,7,8,125.11,0,11.53,12.55,25.43
SQ3,high,2373.170732,recent,2018,8,8,127.06,0,0.57,11.26,24.55
SQ3,high,2373.170732,recent,2018,9,8,111.5,0,2.39,9.42,21.8
SQ3,high,2373.170732,recent,2018,10,8,75.71,0,54.73,2.59,13.55
SQ3,high,2373.170732,recent,2018,11,8,43.22,0,157.63,0.38,11.42
SQ3,high,2373.170732,recent,2018,12,8,31.53,0,50.01,-3.48,7.09
SQ3,high,2373.170732,recent,2018,13,8,29.77,109.42,214.78,-4.27,6.53
SQ3,high,2373.170732,recent,2019,7,6,91.66,0,7.68,9.67,21.88
SQ3,high,2373.170732,recent,2019,8,6,92.67,0,0,11.55,23.71
SQ3,high,2373.170732,recent,2019,9,6,91.22,0,2.66,7.51,19.74
SQ3,high,2373.170732,recent,2019,10,6,73.04,0,0,2.13,14.36
SQ3,high,2373.170732,recent,2019,11,6,45.18,0,105.03,-0.65,11.55
SQ3,high,2373.170732,recent,2019,12,6,29.22,123.68,173.04,-4.59,4.09
SQ3,high,2373.170732,recent,2020,6,8,100.42,0,2.06,6.41,19.41
SQ3,high,2373.170732,recent,2020,7,8,127.06,0,0.1,11.32,23.63
SQ3,high,2373.170732,recent,2020,8,8,143.47,0,7.91,13.56,25.85
SQ3,high,2373.170732,recent,2020,9,8,114.3,0,0,12.32,23.74
SQ3,high,2373.170732,recent,2020,10,8,85.32,0,0,5.68,20.09
SQ3,high,2373.170732,recent,2020,11,8,47.99,0,26.25,-0.2,10.58
SQ3,high,2373.170732,recent,2020,12,8,35.09,0,62.99,-2.94,7.83
SQ3,high,2373.170732,recent,2020,13,8,30.48,78.57,140.46,-5.62,6.2
SQ3,high,2373.170732,recent,2021,6,7,108.18,0,0.43,9.8,23.03
SQ3,high,2373.170732,recent,2021,7,7,137.63,0,6.5,14.15,26.16
SQ3,high,2373.170732,recent,2021,8,7,138.31,0,3.9,12.64,25.02
SQ3,high,2373.170732,recent,2021,9,7,111.47,0,1.74,9.86,22.02
SQ3,high,2373.170732,recent,2021,10,7,73.49,0,118.15,1.29,12.91
SQ3,high,2373.170732,recent,2021,11,7,45.73,0,14.93,2.46,13.17
SQ3,high,2373.170732,recent,2021,12,7,28.28,269.46,399.66,-3.63,4.52
SQ3,high,2373.170732,recent,2022,6,6,100.21,0,5.29,6.22,19.59
SQ3,high,2373.170732,recent,2022,7,6,124.71,0,0.12,10.93,24.04
SQ3,high,2373.170732,recent,2022,8,6,136.02,0,14.87,11.92,24.06
SQ3,high,2373.170732,recent,2022,9,6,106.71,0,16.76,10.22,21.59
SQ3,high,2373.170732,recent,2022,10,6,80.34,0,0.01,5.34,17.25
SQ3,high,2373.170732,recent,2022,11,6,41.33,6.61,128.83,-3.01,7.13
SQ3,high,2373.170732,recent,2023,8,5,58.53,0,65.03,10.28,21.34
SQ3,high,2373.170732,recent,2023,9,5,81.78,0,8.92,6.74,18.22
SQ3,high,2373.170732,recent,2023,10,5,72.57,0,11.67,3.32,15.15
SQ3,high,2373.170732,recent,2023,11,5,41.21,0,42.24,-0.29,9.53
SQ3,high,2373.170732,recent,2023,12,5,33.03,0,62.24,-1.54,7.7
WL1,mid,1613.837245,historic,1964,6,6,48.99,0,45.73,6.48,20.33
WL1,mid,1613.837245,historic,1964,7,6,102.96,0,0.37,10.82,27.78
WL1,mid,1613.837245,historic,1964,8,6,99.85,0,2.78,9.55,28.03
WL1,mid,1613.837245,historic,1964,9,6,85.93,0,6.21,6.23,23.98
WL1,mid,1613.837245,historic,1964,10,6,70.94,0,48.78,6.3,22.73
WL1,mid,1613.837245,historic,1964,11,6,25.83,42.96,227.59,-2.22,8.18
WL1,mid,1613.837245,historic,1965,6,7,90.82,0,18.86,5.74,21.07
WL1,mid,1613.837245,historic,1965,7,7,101.19,0,3.3,10.15,26.87
WL1,mid,1613.837245,historic,1965,8,7,61.02,0,50.71,9.08,25.47
WL1,mid,1613.837245,historic,1965,9,7,81.12,0,15.61,5.47,21.45
WL1,mid,1613.837245,historic,1965,10,7,69.49,0,20.9,5.07,22.48
WL1,mid,1613.837245,historic,1965,11,7,27.11,0,259.41,-0.2,10.74
WL1,mid,1613.837245,historic,1965,12,7,17.52,100.39,178.5,-4.74,6.92
WL1,mid,1613.837245,historic,1966,5,8,82.63,0,17.72,5.56,21.39
WL1,mid,1613.837245,historic,1966,6,8,95.74,0,2.95,7.94,23.34
WL1,mid,1613.837245,historic,1966,7,8,102.43,0,1.96,10.11,26.38
WL1,mid,1613.837245,historic,1966,8,8,104.22,0,0,10.91,29.31
WL1,mid,1613.837245,historic,1966,9,8,89.36,0,5.85,7.62,24.51
WL1,mid,1613.837245,historic,1966,10,8,67.85,0,0.03,4,20.4
WL1,mid,1613.837245,historic,1966,11,8,29.28,0,253.9,1.11,11.81
WL1,mid,1613.837245,historic,1966,12,8,18.46,66.87,227.85,-2.07,8.56
WL1,mid,1613.837245,historic,1967,6,7,49.09,0,59.88,6.51,20.49
WL1,mid,1613.837245,historic,1967,7,7,104.01,0,0,11.84,28.33
WL1,mid,1613.837245,historic,1967,8,7,65,0,8.4,11.57,29.41
WL1,mid,1613.837245,historic,1967,9,7,74.87,0,29.72,9.23,24.86
WL1,mid,1613.837245,historic,1967,10,7,65.6,0,56.53,4.37,19.87
WL1,mid,1613.837245,historic,1967,11,7,32.09,0,100.91,2.08,14.06
WL1,mid,1613.837245,historic,1967,12,7,18.26,99.52,147.94,-5.14,5.86
WL1,mid,1613.837245,historic,1968,5,8,76.66,0,36.1,3.1,17.44
WL1,mid,1613.837245,historic,1968,6,8,96.93,0,13.05,8.5,24.4
WL1,mid,1613.837245,historic,1968,7,8,105.02,0,0,12.32,28.29
WL1,mid,1613.837245,historic,1968,8,8,61.89,0,35.16,8.5,23.87
WL1,mid,1613.837245,historic,1968,9,8,88.24,0,3.39,7.85,24.58
WL1,mid,1613.837245,historic,1968,10,8,65.75,0,62.74,3.56,18.51
WL1,mid,1613.837245,historic,1968,11,8,28.66,0,198.6,0.06,10.79
WL1,mid,1613.837245,historic,1968,12,8,16.81,187.3,241.72,-4.93,5.22
WL1,mid,1613.837245,historic,1969,6,7,91.38,0,21.83,7.06,20.36
WL1,mid,1613.837245,historic,1969,7,7,102.84,0,0.78,11.37,27.54
WL1,mid,1613.837245,historic,1969,8,7,99.6,0,0,9.14,29.01
WL1,mid,1613.837245,historic,1969,9,7,88.69,0,10.95,8.93,24.98
WL1,mid,1613.837245,historic,1969,10,7,59.76,0,103.02,2.35,15.24
WL1,mid,1613.837245,historic,1969,11,7,30.99,0,86.44,0.13,13.9
WL1,mid,1613.837245,historic,1969,12,7,19.69,78.3,274.8,-1.09,8.27
WL1,mid,1613.837245,historic,1970,6,7,52.02,0,55.24,8.16,22.6
WL1,mid,1613.837245,historic,1970,7,7,105.61,0,0,12.19,28.34
WL1,mid,1613.837245,historic,1970,8,7,102.67,0,0,10.26,28.74
WL1,mid,1613.837245,historic,1970,9,7,87.44,0,0,6.08,24.29
WL1,mid,1613.837245,historic,1970,10,7,65.21,0,58.31,3.49,17.59
WL1,mid,1613.837245,historic,1970,11,7,28.05,0,304.96,1.06,11.23
WL1,mid,1613.837245,historic,1970,12,7,16.2,321.52,356.95,-4.64,4.18
WL1,mid,1613.837245,historic,1971,6,7,49.15,0,43.65,6.08,21.06
WL1,mid,1613.837245,historic,1971,7,7,103.33,0,0,11.37,27.58
WL1,mid,1613.837245,historic,1971,8,7,101.81,0,0.82,11.26,28.39
WL1,mid,1613.837245,historic,1971,9,7,82.08,0,31.27,6.62,23.55
WL1,mid,1613.837245,historic,1971,10,7,62.12,0,26.18,1.78,16.19
WL1,mid,1613.837245,historic,1971,11,7,29.13,0,149.86,-1.27,10.83
WL1,mid,1613.837245,historic,1971,12,7,15.95,290.7,299.57,-6.26,3.63
WL1,mid,1613.837245,historic,1972,6,7,96.92,0,16.83,8.56,23.93
WL1,mid,1613.837245,historic,1972,7,7,104.54,0,0,10.62,28.78
WL1,mid,1613.837245,historic,1972,8,7,100.43,0,0.8,8.78,27.89
WL1,mid,1613.837245,historic,1972,9,7,70.62,0,59.8,5.61,22.14
WL1,mid,1613.837245,historic,1972,10,7,60.78,0,57.28,3.42,15.16
WL1,mid,1613.837245,historic,1972,11,7,25.66,0,188.1,-1.43,8.91
WL1,mid,1613.837245,historic,1972,12,7,16.94,127.77,167.42,-5.61,5.4
WL1,mid,1613.837245,historic,1973,6,6,97.02,0,7.84,8.73,24.51
WL1,mid,1613.837245,historic,1973,7,6,102.96,0,1.99,10.55,28.02
WL1,mid,1613.837245,historic,1973,8,6,76.19,0,5.79,9.74,27.02
WL1,mid,1613.837245,historic,1973,9,6,79.89,0,23.52,6.38,23.74
WL1,mid,1613.837245,historic,1973,10,6,61.93,0,107.89,3.46,18.12
WL1,mid,1613.837245,historic,1973,11,6,25.05,111.78,363.4,-1,7.32
WL1,mid,1613.837245,historic,1974,6,7,97.2,0,9.77,8.19,25.27
WL1,mid,1613.837245,historic,1974,7,7,52.48,0,103.14,10.22,26.19
WL1,mid,1613.837245,historic,1974,8,7,97.17,0,2.22,9.09,27.56
WL1,mid,1613.837245,historic,1974,9,7,89.32,0,0,8.35,27.59
WL1,mid,1613.837245,historic,1974,10,7,66.16,0,80.02,4.62,19.54
WL1,mid,1613.837245,historic,1974,11,7,29.98,0,79.52,-0.62,12.45
WL1,mid,1613.837245,historic,1974,12,7,19.47,27.26,101.42,-3.46,7.45
WL1,mid,1613.837245,historic,1975,6,9,93.98,0,16,7.09,22.99
WL1,mid,1613.837245,historic,1975,7,9,101.3,0,1.91,10.35,26.67
WL1,mid,1613.837245,historic,1975,8,9,60.68,0,42.34,8.01,25.34
WL1,mid,1613.837245,historic,1975,9,9,90.22,0,10.87,9.75,26.16
WL1,mid,1613.837245,historic,1975,10,9,59.03,0,195.78,2.45,15.99
WL1,mid,1613.837245,historic,1975,11,9,28.85,0,70.06,-1.24,10.75
WL1,mid,1613.837245,historic,1975,12,9,21.16,0,37.43,-1.68,10.6
WL1,mid,1613.837245,historic,1975,13,9,19.61,0,20.39,-3.03,10.67
WL1,mid,1613.837245,historic,1975,14,9,28.97,15.38,111.29,-2.73,8.04
WL1,mid,1613.837245,historic,1976,6,8,93.35,0,4.83,6.08,22.59
WL1,mid,1613.837245,historic,1976,7,8,56.28,0,6.61,10.62,27.82
WL1,mid,1613.837245,historic,1976,8,8,70.25,0,69.96,6.88,22.86
WL1,mid,1613.837245,historic,1976,9,8,74.11,0,44.01,7.8,23.4
WL1,mid,1613.837245,historic,1976,10,8,67.23,0,18.69,4.03,20.02
WL1,mid,1613.837245,historic,1976,11,8,33.1,0,49.93,1.46,16.47
WL1,mid,1613.837245,historic,1976,12,8,21.53,0,6.02,-2.65,12.04
WL1,mid,1613.837245,historic,1976,13,8,18.99,11.29,82.98,-3.71,8.69
WL1,mid,1613.837245,historic,1977,5,8,44.96,0,113.21,0.32,12.08
WL1,mid,1613.837245,historic,1977,6,8,99.25,0,5.21,10.22,25.45
WL1,mid,1613.837245,historic,1977,7,8,94.25,0,3.99,10.74,28.29
WL1,mid,1613.837245,historic,1977,8,8,102.01,0,2.71,10.64,28.9
WL1,mid,1613.837245,historic,1977,9,8,86.79,0,26.08,7.36,23.38
WL1,mid,1613.837245,historic,1977,10,8,68.32,0,5.82,4.94,20.73
WL1,mid,1613.837245,historic,1977,11,8,31.05,0,130.35,0.27,13.16
WL1,mid,1613.837245,historic,1977,12,8,19.92,56.12,300.13,-0.57,9.38
WL1,mid,1613.837245,historic,1978,6,7,93.86,0,5.67,7.02,22.42
WL1,mid,1613.837245,historic,1978,7,7,103.53,0,0.17,10.56,27.46
WL1,mid,1613.837245,historic,1978,8,7,100.93,0,0.11,9.69,27.21
WL1,mid,1613.837245,historic,1978,9,7,71,0,115.99,6.17,21.47
WL1,mid,1613.837245,historic,1978,10,7,69.72,0,0,5.73,22.3
WL1,mid,1613.837245,historic,1978,11,7,28.32,0,90.91,-1.97,9.99
WL1,mid,1613.837245,historic,1978,12,7,18.43,50.41,94.85,-5.74,6.83
WL1,mid,1613.837245,historic,1979,6,7,95.65,0,0,7.5,24.27
WL1,mid,1613.837245,historic,1979,7,7,53.38,0,12.61,10.4,27.04
WL1,mid,1613.837245,historic,1979,8,7,69.85,0,3.74,9.11,25.33
WL1,mid,1613.837245,historic,1979,9,7,94.55,0,0.2,8.97,26.73
WL1,mid,1613.837245,historic,1979,10,7,64.67,0,118.91,4.42,18.21
WL1,mid,1613.837245,historic,1979,11,7,27.73,0,124.67,-1.05,10.46
